phos	tf	splen
P11717	P55317	5.0
P11717	P50553	6.0
P11717	Q15561	6.0
P11717	Q92908	5.0
P11717	P40426	inf
P11717	Q9Y2Y9	inf
P11717	P56693	4.0
P11717	P48382	6.0
P11717	Q70SY1	inf
P11717	P56270	5.0
P11717	Q92570	5.0
P11717	P09629	5.0
P11717	P09086	inf
P11717	P28347	6.0
P11717	P08651	7.0
P11717	P58012	5.0
P11717	Q96BA8	inf
P11717	P37275	7.0
P11717	Q13952	7.0
P11717	Q13422	5.0
P11717	P19544	5.0
P11717	P05549	5.0
P11717	Q01892	5.0
P11717	Q12968	5.0
P11717	O43623	5.0
P11717	Q15853	5.0
P11717	O95625	5.0
P11717	P52945	5.0
P11717	Q9UKY1	5.0
P11717	O14497	6.0
P11717	Q9H9S0	4.0
P11717	P57682	5.0
P11717	Q03014	5.0
P11717	P11308	6.0
P11717	P11474	5.0
P11717	Q12952	6.0
P11717	Q00577	6.0
P11717	P43694	5.0
P11717	P40425	6.0
P11717	P12980	5.0
P11717	P20265	5.0
P11717	Q9BYV9	5.0
Q15797	Q07869	4.0
Q15797	Q13330	3.0
Q15797	O15516	3.0
Q15797	P41182	3.0
Q15797	P49711	3.0
Q15797	P08047	3.0
Q15797	Q9Y618	3.0
Q15797	O75444	3.0
Q15797	Q03164	4.0
Q15797	O60675	4.0
Q15797	P35638	3.0
Q15797	Q02078	2.0
Q15797	P36956	3.0
Q15797	Q02447	4.0
Q15797	Q16236	3.0
Q15797	P25208	4.0
Q15797	Q99801	4.0
Q15797	P04198	3.0
Q15797	Q9UM63	4.0
Q15797	Q02962	3.0
Q15797	P51692	4.0
Q15797	Q16665	2.0
Q15797	P26358	3.0
Q15797	P03372	3.0
Q15797	Q15596	4.0
Q15797	Q01543	3.0
Q15797	P61244	3.0
Q15797	Q15672	4.0
Q15797	P48436	3.0
Q15797	Q99583	4.0
Q15797	Q9Y5W3	inf
Q15797	Q06330	2.0
Q15797	Q99717	2.0
Q15797	Q13950	1.0
Q15797	P05412	2.0
Q15797	O15525	4.0
Q15797	O14770	inf
Q15797	P08151	3.0
Q15797	Q15233	4.0
Q15797	P23511	4.0
Q15797	P21675	3.0
Q15797	P19793	4.0
Q15797	Q13568	4.0
Q15797	P10914	3.0
Q15797	P25490	2.0
Q15797	Q99612	inf
Q15797	P10244	4.0
Q15797	P06401	4.0
Q15797	P49715	3.0
Q15797	P25963	3.0
Q15797	Q01201	3.0
Q15797	O00327	3.0
Q15797	P15172	3.0
Q15797	P98177	3.0
Q15797	P01100	2.0
Q15797	Q00613	3.0
Q15797	O75469	4.0
Q15797	P10071	3.0
Q15797	P10242	3.0
Q15797	Q13562	3.0
Q15797	P18846	2.0
Q15797	O15350	3.0
Q15797	Q15796	2.0
Q15797	P18847	4.0
Q15797	Q99814	4.0
Q15797	P10275	3.0
Q15797	P27540	3.0
Q15797	P16220	2.0
Q15797	Q13127	7.0
Q15797	P19838	2.0
Q15797	O94776	4.0
Q15797	Q08945	4.0
Q15797	P17535	4.0
Q15797	Q15329	5.0
Q15797	Q9UGL1	4.0
Q15797	O43474	4.0
Q15797	Q9UJU2	2.0
Q15797	P15336	3.0
Q15797	P42229	3.0
Q15797	Q5VTD9	4.0
Q15797	P31269	5.0
Q15797	Q15797	0.0
Q15797	O75626	4.0
Q15797	P26367	3.0
Q15797	P15407	3.0
Q15797	P20823	3.0
Q15797	P22736	3.0
Q15797	Q06546	4.0
Q15797	P15923	2.0
Q15797	P52630	3.0
Q15797	P23771	3.0
Q15797	O75461	4.0
Q15797	P10070	3.0
Q15797	Q9UL17	4.0
Q15797	P20226	4.0
Q15797	P04150	3.0
Q15797	O75376	3.0
Q15797	P17676	3.0
Q15797	O94916	3.0
Q15797	Q08050	3.0
Q15797	P36402	3.0
Q15797	Q9UKL0	6.0
Q15797	P67809	3.0
Q15797	P32243	4.0
Q15797	Q02535	4.0
Q15797	Q16656	3.0
Q15797	Q01196	4.0
Q15797	P10276	3.0
Q15797	Q15788	4.0
Q15797	O75030	3.0
Q15797	Q00653	3.0
Q15797	Q12778	3.0
Q15797	Q16254	4.0
Q15797	Q02548	inf
Q15797	Q9BQA5	5.0
Q15797	P35398	3.0
Q15797	P11831	3.0
Q15797	P18146	3.0
Q15797	O14867	inf
Q15797	Q92786	inf
Q15797	Q9NQB0	3.0
Q15797	P84022	2.0
Q15797	Q8TAQ2	3.0
Q15797	P18848	3.0
Q15797	Q14653	3.0
Q15797	Q9UIS9	inf
Q15797	P37231	4.0
Q15797	O00716	4.0
Q15797	Q13761	4.0
Q15797	Q14469	2.0
Q15797	P17861	4.0
Q15797	P49116	3.0
Q15797	O43524	3.0
Q15797	P40763	3.0
Q15797	P42224	3.0
Q15797	Q96AV8	inf
Q15797	P15976	4.0
Q15797	P23246	3.0
Q15797	Q01094	3.0
Q15797	Q06710	2.0
Q15797	P01106	2.0
Q15797	Q9Y6Q9	3.0
Q15797	P17275	3.0
Q15797	Q92985	3.0
Q15797	P48431	2.0
Q15797	Q9UBC3	5.0
Q15797	Q04206	3.0
Q15797	P14859	4.0
Q15797	O60381	4.0
Q15797	Q14526	4.0
Q15797	P11473	4.0
Q15797	P20749	3.0
Q15797	Q92922	4.0
Q15797	P17947	3.0
Q15797	P22415	4.0
Q15797	Q13485	1.0
Q15797	Q9H3D4	3.0
Q15797	Q14209	4.0
Q15797	Q99856	4.0
Q15797	Q04864	3.0
Q15797	Q12772	4.0
Q15797	P55347	inf
Q15797	P04637	3.0
Q15797	Q00978	3.0
Q15797	Q13469	3.0
Q15797	O43889	inf
Q15797	P10827	4.0
Q15797	Q9Y5J3	2.0
Q15797	P14316	3.0
Q15797	P17542	4.0
Q15797	Q15306	5.0
Q15797	P78545	4.0
Q15797	Q9NPC7	5.0
Q15797	P10826	4.0
Q15797	Q9Y5Q3	3.0
Q15797	O95863	3.0
Q15797	O95644	3.0
Q15797	Q13133	4.0
Q15797	Q96RI1	4.0
Q15797	Q03181	4.0
Q15797	P17544	4.0
Q15797	P15408	5.0
Q15797	P15884	3.0
Q15797	Q16621	4.0
Q15797	P14921	4.0
Q15797	P08235	4.0
Q15797	Q13887	3.0
Q15797	P55055	5.0
Q15797	P32519	4.0
Q15797	P19419	3.0
Q15797	P23769	4.0
Q15797	P28324	4.0
Q15797	Q05215	4.0
Q15797	Q92731	4.0
Q15797	P17028	4.0
Q15797	Q14934	4.0
Q15797	P41235	4.0
Q15797	P35869	4.0
Q15797	P24468	4.0
Q15797	P13631	4.0
Q15797	P53567	5.0
Q15797	P28702	4.0
Q15797	Q14186	4.0
Q15797	O00482	4.0
Q15797	P49716	inf
Q15797	Q02080	4.0
Q15797	Q03060	3.0
Q15797	Q16650	3.0
Q15797	Q9ULX9	inf
Q15797	Q05066	5.0
Q15797	P22670	3.0
Q15797	Q92481	inf
Q15797	O00470	inf
Q15797	Q02446	inf
Q15797	Q06413	3.0
Q15797	Q01167	4.0
Q15797	P50539	4.0
Q15797	O60315	5.0
Q15797	P17480	4.0
Q15797	O75364	inf
Q15797	Q99626	3.0
Q15797	Q12837	inf
Q15797	O15266	4.0
Q15797	P10588	4.0
Q15797	P50549	4.0
Q15797	P50458	inf
Q15797	Q9Y261	3.0
Q15797	Q01664	inf
Q15797	Q01860	4.0
Q15797	P48443	4.0
Q15797	P10243	4.0
Q15797	Q13351	3.0
Q15797	P10589	5.0
Q15797	P15036	4.0
Q15797	Q15562	4.0
Q15797	P35680	6.0
Q15797	Q9UH73	inf
Q15797	P55317	3.0
Q15797	P50553	3.0
Q15797	Q15561	4.0
Q15797	Q92908	4.0
Q15797	P40426	inf
Q15797	Q9Y2Y9	inf
Q15797	P56693	4.0
Q15797	P48382	4.0
Q15797	Q70SY1	inf
Q15797	P56270	4.0
Q15797	Q92570	4.0
Q15797	P09629	4.0
Q15797	P09086	inf
Q15797	P28347	4.0
Q15797	P08651	5.0
Q15797	P58012	4.0
Q15797	Q96BA8	inf
Q15797	P37275	5.0
Q15797	Q13952	5.0
Q15797	Q13422	4.0
Q15797	P19544	4.0
Q15797	P05549	4.0
Q15797	Q01892	4.0
Q15797	Q12968	3.0
Q15797	O43623	3.0
Q15797	Q15853	3.0
Q15797	O95625	5.0
Q15797	P52945	4.0
Q15797	Q9UKY1	3.0
Q15797	O14497	4.0
Q15797	Q9H9S0	4.0
Q15797	P57682	4.0
Q15797	Q03014	4.0
Q15797	P11308	4.0
Q15797	P11474	5.0
Q15797	Q12952	4.0
Q15797	Q00577	4.0
Q15797	P43694	4.0
Q15797	P40425	5.0
Q15797	P12980	4.0
Q15797	P20265	4.0
Q15797	Q9BYV9	4.0
P53779	Q07869	1.0
P53779	Q13330	1.0
P53779	O15516	3.0
P53779	P41182	2.0
P53779	P49711	4.0
P53779	P08047	2.0
P53779	Q9Y618	2.0
P53779	O75444	3.0
P53779	Q03164	3.0
P53779	O60675	3.0
P53779	P35638	2.0
P53779	Q02078	1.0
P53779	P36956	3.0
P53779	Q02447	3.0
P53779	Q16236	2.0
P53779	P25208	2.0
P53779	Q99801	3.0
P53779	P04198	3.0
P53779	Q9UM63	2.0
P53779	Q02962	3.0
P53779	P51692	3.0
P53779	Q16665	2.0
P53779	P26358	2.0
P53779	P03372	1.0
P53779	Q15596	2.0
P53779	Q01543	3.0
P53779	P61244	3.0
P53779	Q15672	3.0
P53779	P48436	3.0
P53779	Q99583	4.0
P53779	Q9Y5W3	inf
P53779	Q06330	2.0
P53779	Q99717	2.0
P53779	Q13950	2.0
P53779	P05412	1.0
P53779	O15525	3.0
P53779	O14770	inf
P53779	P08151	3.0
P53779	Q15233	4.0
P53779	P23511	2.0
P53779	P21675	2.0
P53779	P19793	1.0
P53779	Q13568	2.0
P53779	P10914	3.0
P53779	P25490	3.0
P53779	Q99612	inf
P53779	P10244	3.0
P53779	P06401	2.0
P53779	P49715	3.0
P53779	P25963	2.0
P53779	Q01201	2.0
P53779	O00327	3.0
P53779	P15172	2.0
P53779	P98177	3.0
P53779	P01100	1.0
P53779	Q00613	1.0
P53779	O75469	2.0
P53779	P10071	3.0
P53779	P10242	1.0
P53779	Q13562	3.0
P53779	P18846	3.0
P53779	O15350	2.0
P53779	Q15796	2.0
P53779	P18847	2.0
P53779	Q99814	4.0
P53779	P10275	2.0
P53779	P27540	3.0
P53779	P16220	2.0
P53779	Q13127	6.0
P53779	P19838	2.0
P53779	O94776	3.0
P53779	Q08945	4.0
P53779	P17535	3.0
P53779	Q15329	4.0
P53779	Q9UGL1	4.0
P53779	O43474	3.0
P53779	Q9UJU2	3.0
P53779	P15336	1.0
P53779	P42229	2.0
P53779	Q5VTD9	3.0
P53779	P31269	4.0
P53779	Q15797	2.0
P53779	O75626	2.0
P53779	P26367	3.0
P53779	P15407	3.0
P53779	P20823	3.0
P53779	P22736	2.0
P53779	Q06546	3.0
P53779	P15923	1.0
P53779	P52630	2.0
P53779	P23771	2.0
P53779	O75461	3.0
P53779	P10070	3.0
P53779	Q9UL17	3.0
P53779	P20226	3.0
P53779	P04150	1.0
P53779	O75376	3.0
P53779	P17676	1.0
P53779	O94916	2.0
P53779	Q08050	2.0
P53779	P36402	2.0
P53779	Q9UKL0	5.0
P53779	P67809	2.0
P53779	P32243	4.0
P53779	Q02535	3.0
P53779	Q16656	2.0
P53779	Q01196	3.0
P53779	P10276	1.0
P53779	Q15788	2.0
P53779	O75030	2.0
P53779	Q00653	2.0
P53779	Q12778	2.0
P53779	Q16254	2.0
P53779	Q02548	inf
P53779	Q9BQA5	4.0
P53779	P35398	3.0
P53779	P11831	2.0
P53779	P18146	2.0
P53779	O14867	inf
P53779	Q92786	inf
P53779	Q9NQB0	2.0
P53779	P84022	2.0
P53779	Q8TAQ2	3.0
P53779	P18848	3.0
P53779	Q14653	2.0
P53779	Q9UIS9	inf
P53779	P37231	2.0
P53779	O00716	2.0
P53779	Q13761	3.0
P53779	Q14469	3.0
P53779	P17861	2.0
P53779	P49116	3.0
P53779	O43524	3.0
P53779	P40763	2.0
P53779	P42224	2.0
P53779	Q96AV8	inf
P53779	P15976	3.0
P53779	P23246	3.0
P53779	Q01094	2.0
P53779	Q06710	3.0
P53779	P01106	1.0
P53779	Q9Y6Q9	2.0
P53779	P17275	3.0
P53779	Q92985	3.0
P53779	P48431	3.0
P53779	Q9UBC3	5.0
P53779	Q04206	1.0
P53779	P14859	3.0
P53779	O60381	3.0
P53779	Q14526	2.0
P53779	P11473	2.0
P53779	P20749	2.0
P53779	Q92922	3.0
P53779	P17947	2.0
P53779	P22415	3.0
P53779	Q13485	2.0
P53779	Q9H3D4	2.0
P53779	Q14209	2.0
P53779	Q99856	2.0
P53779	Q04864	2.0
P53779	Q12772	3.0
P53779	P55347	inf
P53779	P04637	1.0
P53779	Q00978	3.0
P53779	Q13469	2.0
P53779	O43889	inf
P53779	P10827	2.0
P53779	Q9Y5J3	3.0
P53779	P14316	3.0
P53779	P17542	3.0
P53779	Q15306	5.0
P53779	P78545	3.0
P53779	Q9NPC7	4.0
P53779	P10826	2.0
P53779	Q9Y5Q3	3.0
P53779	O95863	2.0
P53779	O95644	1.0
P53779	Q13133	2.0
P53779	Q96RI1	2.0
P53779	Q03181	2.0
P53779	P17544	3.0
P53779	P15408	4.0
P53779	P15884	2.0
P53779	Q16621	3.0
P53779	P14921	1.0
P53779	P08235	2.0
P53779	Q13887	2.0
P53779	P55055	2.0
P53779	P32519	2.0
P53779	P19419	1.0
P53779	P23769	3.0
P53779	P28324	3.0
P53779	Q05215	2.0
P53779	Q92731	2.0
P53779	P17028	3.0
P53779	Q14934	2.0
P53779	P41235	3.0
P53779	P35869	3.0
P53779	P24468	2.0
P53779	P13631	2.0
P53779	P53567	2.0
P53779	P28702	2.0
P53779	Q14186	3.0
P53779	O00482	3.0
P53779	P49716	inf
P53779	Q02080	3.0
P53779	Q03060	3.0
P53779	Q16650	4.0
P53779	Q9ULX9	inf
P53779	Q05066	4.0
P53779	P22670	3.0
P53779	Q92481	inf
P53779	O00470	inf
P53779	Q02446	inf
P53779	Q06413	1.0
P53779	Q01167	3.0
P53779	P50539	4.0
P53779	O60315	4.0
P53779	P17480	3.0
P53779	O75364	inf
P53779	Q99626	3.0
P53779	Q12837	inf
P53779	O15266	4.0
P53779	P10588	3.0
P53779	P50549	2.0
P53779	P50458	inf
P53779	Q9Y261	3.0
P53779	Q01664	inf
P53779	Q01860	3.0
P53779	P48443	2.0
P53779	P10243	4.0
P53779	Q13351	3.0
P53779	P10589	3.0
P53779	P15036	3.0
P53779	Q15562	4.0
P53779	P35680	5.0
P53779	Q9UH73	inf
P53779	P55317	3.0
P53779	P50553	4.0
P53779	Q15561	4.0
P53779	Q92908	3.0
P53779	P40426	inf
P53779	Q9Y2Y9	inf
P53779	P56693	3.0
P53779	P48382	4.0
P53779	Q70SY1	inf
P53779	P56270	3.0
P53779	Q92570	2.0
P53779	P09629	4.0
P53779	P09086	inf
P53779	P28347	4.0
P53779	P08651	5.0
P53779	P58012	3.0
P53779	Q96BA8	inf
P53779	P37275	4.0
P53779	Q13952	4.0
P53779	Q13422	3.0
P53779	P19544	3.0
P53779	P05549	3.0
P53779	Q01892	3.0
P53779	Q12968	3.0
P53779	O43623	3.0
P53779	Q15853	3.0
P53779	O95625	3.0
P53779	P52945	3.0
P53779	Q9UKY1	1.0
P53779	O14497	3.0
P53779	Q9H9S0	3.0
P53779	P57682	4.0
P53779	Q03014	4.0
P53779	P11308	4.0
P53779	P11474	3.0
P53779	Q12952	4.0
P53779	Q00577	4.0
P53779	P43694	3.0
P53779	P40425	4.0
P53779	P12980	3.0
P53779	P20265	3.0
P53779	Q9BYV9	3.0
P01730	Q07869	inf
P01730	Q13330	inf
P01730	O15516	inf
P01730	P41182	inf
P01730	P49711	inf
P01730	P08047	inf
P01730	Q9Y618	inf
P01730	O75444	inf
P01730	Q03164	inf
P01730	O60675	inf
P01730	P35638	inf
P01730	Q02078	inf
P01730	P36956	inf
P01730	Q02447	inf
P01730	Q16236	inf
P01730	P25208	inf
P01730	Q99801	inf
P01730	P04198	inf
P01730	Q9UM63	inf
P01730	Q02962	inf
P01730	P51692	inf
P01730	Q16665	inf
P01730	P26358	inf
P01730	P03372	inf
P01730	Q15596	inf
P01730	Q01543	inf
P01730	P61244	inf
P01730	Q15672	inf
P01730	P48436	inf
P01730	Q99583	inf
P01730	Q9Y5W3	inf
P01730	Q06330	inf
P01730	Q99717	inf
P01730	Q13950	inf
P01730	P05412	inf
P01730	O15525	inf
P01730	O14770	inf
P01730	P08151	inf
P01730	Q15233	inf
P01730	P23511	inf
P01730	P21675	inf
P01730	P19793	inf
P01730	Q13568	inf
P01730	P10914	inf
P01730	P25490	inf
P01730	Q99612	inf
P01730	P10244	inf
P01730	P06401	inf
P01730	P49715	inf
P01730	P25963	inf
P01730	Q01201	inf
P01730	O00327	inf
P01730	P15172	inf
P01730	P98177	inf
P01730	P01100	inf
P01730	Q00613	inf
P01730	O75469	inf
P01730	P10071	inf
P01730	P10242	inf
P01730	Q13562	inf
P01730	P18846	inf
P01730	O15350	inf
P01730	Q15796	inf
P01730	P18847	inf
P01730	Q99814	inf
P01730	P10275	inf
P01730	P27540	inf
P01730	P16220	inf
P01730	Q13127	inf
P01730	P19838	inf
P01730	O94776	inf
P01730	Q08945	inf
P01730	P17535	inf
P01730	Q15329	inf
P01730	Q9UGL1	inf
P01730	O43474	inf
P01730	Q9UJU2	inf
P01730	P15336	inf
P01730	P42229	inf
P01730	Q5VTD9	inf
P01730	P31269	inf
P01730	Q15797	inf
P01730	O75626	inf
P01730	P26367	inf
P01730	P15407	inf
P01730	P20823	inf
P01730	P22736	inf
P01730	Q06546	inf
P01730	P15923	inf
P01730	P52630	inf
P01730	P23771	inf
P01730	O75461	inf
P01730	P10070	inf
P01730	Q9UL17	inf
P01730	P20226	inf
P01730	P04150	inf
P01730	O75376	inf
P01730	P17676	inf
P01730	O94916	inf
P01730	Q08050	inf
P01730	P36402	inf
P01730	Q9UKL0	inf
P01730	P67809	inf
P01730	P32243	inf
P01730	Q02535	inf
P01730	Q16656	inf
P01730	Q01196	inf
P01730	P10276	inf
P01730	Q15788	inf
P01730	O75030	inf
P01730	Q00653	inf
P01730	Q12778	inf
P01730	Q16254	inf
P01730	Q02548	inf
P01730	Q9BQA5	inf
P01730	P35398	inf
P01730	P11831	inf
P01730	P18146	inf
P01730	O14867	inf
P01730	Q92786	inf
P01730	Q9NQB0	inf
P01730	P84022	inf
P01730	Q8TAQ2	inf
P01730	P18848	inf
P01730	Q14653	inf
P01730	Q9UIS9	inf
P01730	P37231	inf
P01730	O00716	inf
P01730	Q13761	inf
P01730	Q14469	inf
P01730	P17861	inf
P01730	P49116	inf
P01730	O43524	inf
P01730	P40763	inf
P01730	P42224	inf
P01730	Q96AV8	inf
P01730	P15976	inf
P01730	P23246	inf
P01730	Q01094	inf
P01730	Q06710	inf
P01730	P01106	inf
P01730	Q9Y6Q9	inf
P01730	P17275	inf
P01730	Q92985	inf
P01730	P48431	inf
P01730	Q9UBC3	inf
P01730	Q04206	inf
P01730	P14859	inf
P01730	O60381	inf
P01730	Q14526	inf
P01730	P11473	inf
P01730	P20749	inf
P01730	Q92922	inf
P01730	P17947	inf
P01730	P22415	inf
P01730	Q13485	inf
P01730	Q9H3D4	inf
P01730	Q14209	inf
P01730	Q99856	inf
P01730	Q04864	inf
P01730	Q12772	inf
P01730	P55347	inf
P01730	P04637	inf
P01730	Q00978	inf
P01730	Q13469	inf
P01730	O43889	inf
P01730	P10827	inf
P01730	Q9Y5J3	inf
P01730	P14316	inf
P01730	P17542	inf
P01730	Q15306	inf
P01730	P78545	inf
P01730	Q9NPC7	inf
P01730	P10826	inf
P01730	Q9Y5Q3	inf
P01730	O95863	inf
P01730	O95644	inf
P01730	Q13133	inf
P01730	Q96RI1	inf
P01730	Q03181	inf
P01730	P17544	inf
P01730	P15408	inf
P01730	P15884	inf
P01730	Q16621	inf
P01730	P14921	inf
P01730	P08235	inf
P01730	Q13887	inf
P01730	P55055	inf
P01730	P32519	inf
P01730	P19419	inf
P01730	P23769	inf
P01730	P28324	inf
P01730	Q05215	inf
P01730	Q92731	inf
P01730	P17028	inf
P01730	Q14934	inf
P01730	P41235	inf
P01730	P35869	inf
P01730	P24468	inf
P01730	P13631	inf
P01730	P53567	inf
P01730	P28702	inf
P01730	Q14186	inf
P01730	O00482	inf
P01730	P49716	inf
P01730	Q02080	inf
P01730	Q03060	inf
P01730	Q16650	inf
P01730	Q9ULX9	inf
P01730	Q05066	inf
P01730	P22670	inf
P01730	Q92481	inf
P01730	O00470	inf
P01730	Q02446	inf
P01730	Q06413	inf
P01730	Q01167	inf
P01730	P50539	inf
P01730	O60315	inf
P01730	P17480	inf
P01730	O75364	inf
P01730	Q99626	inf
P01730	Q12837	inf
P01730	O15266	inf
P01730	P10588	inf
P01730	P50549	inf
P01730	P50458	inf
P01730	Q9Y261	inf
P01730	Q01664	inf
P01730	Q01860	inf
P01730	P48443	inf
P01730	P10243	inf
P01730	Q13351	inf
P01730	P10589	inf
P01730	P15036	inf
P01730	Q15562	inf
P01730	P35680	inf
P01730	Q9UH73	inf
P01730	P55317	inf
P01730	P50553	inf
P01730	Q15561	inf
P01730	Q92908	inf
P01730	P40426	inf
P01730	Q9Y2Y9	inf
P01730	P56693	inf
P01730	P48382	inf
P01730	Q70SY1	inf
P01730	P56270	inf
P01730	Q92570	inf
P01730	P09629	inf
P01730	P09086	inf
P01730	P28347	inf
P01730	P08651	inf
P01730	P58012	inf
P01730	Q96BA8	inf
P01730	P37275	inf
P01730	Q13952	inf
P01730	Q13422	inf
P01730	P19544	inf
P01730	P05549	inf
P01730	Q01892	inf
P01730	Q12968	inf
P01730	O43623	inf
P01730	Q15853	inf
P01730	O95625	inf
P01730	P52945	inf
P01730	Q9UKY1	inf
P01730	O14497	inf
P01730	Q9H9S0	inf
P01730	P57682	inf
P01730	Q03014	inf
P01730	P11308	inf
P01730	P11474	inf
P01730	Q12952	inf
P01730	Q00577	inf
P01730	P43694	inf
P01730	P40425	inf
P01730	P12980	inf
P01730	P20265	inf
P01730	Q9BYV9	inf
P36507	Q07869	2.0
P36507	Q13330	2.0
P36507	O15516	3.0
P36507	P41182	2.0
P36507	P49711	4.0
P36507	P08047	2.0
P36507	Q9Y618	3.0
P36507	O75444	3.0
P36507	Q03164	4.0
P36507	O60675	3.0
P36507	P35638	3.0
P36507	Q02078	3.0
P36507	P36956	2.0
P36507	Q02447	2.0
P36507	Q16236	2.0
P36507	P25208	3.0
P36507	Q99801	3.0
P36507	P04198	3.0
P36507	Q9UM63	3.0
P36507	Q02962	3.0
P36507	P51692	2.0
P36507	Q16665	2.0
P36507	P26358	3.0
P36507	P03372	2.0
P36507	Q15596	2.0
P36507	Q01543	3.0
P36507	P61244	3.0
P36507	Q15672	2.0
P36507	P48436	3.0
P36507	Q99583	4.0
P36507	Q9Y5W3	inf
P36507	Q06330	3.0
P36507	Q99717	3.0
P36507	Q13950	2.0
P36507	P05412	2.0
P36507	O15525	3.0
P36507	O14770	inf
P36507	P08151	3.0
P36507	Q15233	4.0
P36507	P23511	3.0
P36507	P21675	3.0
P36507	P19793	2.0
P36507	Q13568	3.0
P36507	P10914	3.0
P36507	P25490	3.0
P36507	Q99612	inf
P36507	P10244	3.0
P36507	P06401	2.0
P36507	P49715	2.0
P36507	P25963	2.0
P36507	Q01201	3.0
P36507	O00327	3.0
P36507	P15172	3.0
P36507	P98177	3.0
P36507	P01100	2.0
P36507	Q00613	1.0
P36507	O75469	3.0
P36507	P10071	3.0
P36507	P10242	2.0
P36507	Q13562	3.0
P36507	P18846	3.0
P36507	O15350	3.0
P36507	Q15796	2.0
P36507	P18847	3.0
P36507	Q99814	4.0
P36507	P10275	2.0
P36507	P27540	3.0
P36507	P16220	2.0
P36507	Q13127	7.0
P36507	P19838	3.0
P36507	O94776	3.0
P36507	Q08945	3.0
P36507	P17535	2.0
P36507	Q15329	3.0
P36507	Q9UGL1	3.0
P36507	O43474	3.0
P36507	Q9UJU2	3.0
P36507	P15336	2.0
P36507	P42229	2.0
P36507	Q5VTD9	4.0
P36507	P31269	4.0
P36507	Q15797	2.0
P36507	O75626	3.0
P36507	P26367	3.0
P36507	P15407	3.0
P36507	P20823	3.0
P36507	P22736	2.0
P36507	Q06546	2.0
P36507	P15923	2.0
P36507	P52630	3.0
P36507	P23771	3.0
P36507	O75461	3.0
P36507	P10070	3.0
P36507	Q9UL17	3.0
P36507	P20226	3.0
P36507	P04150	2.0
P36507	O75376	3.0
P36507	P17676	2.0
P36507	O94916	3.0
P36507	Q08050	3.0
P36507	P36402	3.0
P36507	Q9UKL0	6.0
P36507	P67809	2.0
P36507	P32243	4.0
P36507	Q02535	3.0
P36507	Q16656	3.0
P36507	Q01196	2.0
P36507	P10276	3.0
P36507	Q15788	2.0
P36507	O75030	2.0
P36507	Q00653	3.0
P36507	Q12778	3.0
P36507	Q16254	2.0
P36507	Q02548	inf
P36507	Q9BQA5	4.0
P36507	P35398	2.0
P36507	P11831	2.0
P36507	P18146	3.0
P36507	O14867	inf
P36507	Q92786	inf
P36507	Q9NQB0	3.0
P36507	P84022	2.0
P36507	Q8TAQ2	3.0
P36507	P18848	3.0
P36507	Q14653	3.0
P36507	Q9UIS9	inf
P36507	P37231	1.0
P36507	O00716	3.0
P36507	Q13761	4.0
P36507	Q14469	3.0
P36507	P17861	2.0
P36507	P49116	4.0
P36507	O43524	2.0
P36507	P40763	2.0
P36507	P42224	2.0
P36507	Q96AV8	inf
P36507	P15976	2.0
P36507	P23246	3.0
P36507	Q01094	2.0
P36507	Q06710	3.0
P36507	P01106	2.0
P36507	Q9Y6Q9	2.0
P36507	P17275	3.0
P36507	Q92985	3.0
P36507	P48431	4.0
P36507	Q9UBC3	5.0
P36507	Q04206	2.0
P36507	P14859	3.0
P36507	O60381	3.0
P36507	Q14526	3.0
P36507	P11473	3.0
P36507	P20749	2.0
P36507	Q92922	3.0
P36507	P17947	3.0
P36507	P22415	3.0
P36507	Q13485	2.0
P36507	Q9H3D4	3.0
P36507	Q14209	3.0
P36507	Q99856	3.0
P36507	Q04864	3.0
P36507	Q12772	2.0
P36507	P55347	inf
P36507	P04637	2.0
P36507	Q00978	3.0
P36507	Q13469	3.0
P36507	O43889	inf
P36507	P10827	3.0
P36507	Q9Y5J3	4.0
P36507	P14316	3.0
P36507	P17542	2.0
P36507	Q15306	5.0
P36507	P78545	3.0
P36507	Q9NPC7	4.0
P36507	P10826	3.0
P36507	Q9Y5Q3	3.0
P36507	O95863	2.0
P36507	O95644	2.0
P36507	Q13133	2.0
P36507	Q96RI1	3.0
P36507	Q03181	3.0
P36507	P17544	3.0
P36507	P15408	3.0
P36507	P15884	3.0
P36507	Q16621	3.0
P36507	P14921	2.0
P36507	P08235	3.0
P36507	Q13887	3.0
P36507	P55055	2.0
P36507	P32519	3.0
P36507	P19419	2.0
P36507	P23769	2.0
P36507	P28324	2.0
P36507	Q05215	3.0
P36507	Q92731	3.0
P36507	P17028	4.0
P36507	Q14934	2.0
P36507	P41235	3.0
P36507	P35869	3.0
P36507	P24468	2.0
P36507	P13631	2.0
P36507	P53567	3.0
P36507	P28702	2.0
P36507	Q14186	3.0
P36507	O00482	4.0
P36507	P49716	inf
P36507	Q02080	2.0
P36507	Q03060	3.0
P36507	Q16650	4.0
P36507	Q9ULX9	inf
P36507	Q05066	4.0
P36507	P22670	3.0
P36507	Q92481	inf
P36507	O00470	inf
P36507	Q02446	inf
P36507	Q06413	2.0
P36507	Q01167	3.0
P36507	P50539	4.0
P36507	O60315	4.0
P36507	P17480	2.0
P36507	O75364	inf
P36507	Q99626	2.0
P36507	Q12837	inf
P36507	O15266	3.0
P36507	P10588	3.0
P36507	P50549	3.0
